z_best,z_ml,z_qso,survey,xray_objid,old_sdss_dr8objid,new_sdss_dr8objid,RA,DEC,z_spec,eBV,class,SOFT_FLUX,hard_flux,full_flux,SDSS_REJ,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,probPSF,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_u_mag,sdss_u_err,sdss_g_mag,sdss_g_err,sdss_r_mag,sdss_r_err,sdss_i_mag,sdss_i_err,sdss_z_mag,sdss_z_err,galex_objid,galex_nuv_mag,galex_nuv_err,galex_fuv_mag,galex_fuv_err,ukidss_objid,ukidss_y_mag,ukidss_y_err,ukidss_j_mag,ukidss_j_err,ukidss_h_mag,ukidss_h_err,ukidss_k_mag,ukidss_k_err,wise_sigra,wise_sigdec,wise_cntr,wise_w1_mag,wise_w1_err,wise_w2_mag,wise_w2_err,wise_w3_mag,wise_w3_err,wise_w4_mag,wise_w4_err,wise_w1_snr,wise_w1_cov,wise_w2_snr,wise_w2_cov,wise_w3_snr,wise_w3_cov,wise_w4_snr,wise_w4_cov
1.3882,1.3888,1.62,XMM,673000101,1237663479258874301,1237666648947097768,333.6035,0.2020431,1.468954,0.038682,QSO,5.751355E-14,1.071405E-13,1.757659E-13,no,2.163457,2.406663,1.88228,1.825376,1.731515,2.017204,2.491298,2.075751,2.222183,1.259306,True,0.3078628,0.2265225,0.164293,0.1245784,0.08832765,19.6835,0.03564694,19.54745,0.01345482,19.1823,0.01394923,19.00122,0.01794995,18.91194,0.0597739,2470684128976047553,21.09709,0.04054871,-99,-99,433830939064,18.29146,0.053512,18.08155,0.069091,17.72654,0.048689,17.72832,0.057711,0.4042,0.4319,3342100001241022833,19.23875,0.102,19.23156,0.204,17.997,9999,15.713,9999,13.7,13.948,9.2,13.832,2.4,12.896,0.9,12.961
1.4107,1.4034,1.2,XMM,93030201,1237663457778729482,1237663457778729482,322.3515,0.1102868,1.3971,0.032374,QSO,4.590028E-15,0,1.542574E-14,no,0.9828381,1.133893,0.8812533,0.8471076,0.9416694,1.011619,1.156269,1.089514,0.9159374,1.006612,True,0.2154218,0.1585053,0.1149613,0.08717165,0.06180578,19.95742,0.03369965,19.82153,0.01265625,19.671,0.01450444,19.65019,0.01837397,19.73722,0.07438595,6396380444789578002,20.64807,0.08614867,22.70394,0.3050892,433871174346,19.36136,0.087543,19.14107,0.122734,18.86425,0.099069,19.03318,0.123662,0.3996,0.415,3221100001241018919,19.33952,0.244,19.38969,0.433,17.999,9999,15.637,9999,13.5,10.871,10.2,10.775,1.4,9.909,2.3,9.837
1.4109,1.4053,1.36,CSC,8615,1237666408438628562,1237663204373561417,351.4009,0.3194052,1.202497,0.037048,QSO,1.704917E-14,0,3.81554E-14,no,1.854193,1.334474,1.335988,1.380931,1.626707,1.94505,1.440541,1.540213,1.35402,1.712504,True,0.1826474,0.1343902,0.09747097,0.07390928,0.0524026,20.0955,0.04587873,20.01663,0.01620289,19.56184,0.01584782,19.64679,0.02350993,19.66192,0.08504247,2417063145914765665,21.3821,0.05821414,23.36955,0.2419875,433829078460,18.27849,0.033925,18.22326,0.03895,18.00818,0.039317,18.31454,0.077684,0.2656,0.2771,3509100001241027737,18.84138,0.105,18.44867,0.084,18.523,0.538,15.551,9999,18.9,12.941,15.9,12.833,4,12.784,1,12.811
1.417,1.4103,1.76,CSC,8610,1237666408438956134,1237663204373823699,352.083,0.2389295,1.597098,0.072243,QSO,0,0,3.719863E-14,no,1.381911,1.344326,1.592677,1.150468,1.682213,1.137192,1.673979,2.073618,1.540438,1.586145,True,0.2142147,0.1576172,0.1143171,0.0866832,0.06145947,20.90528,0.07572295,20.45098,0.02103994,20.2514,0.02618868,19.99493,0.02780441,19.88272,0.1085765,2417027961540579610,22.33718,0.132177,-99,-99,433830677700,-99,-99,-99,-99,-99,-99,20.59798,0.46903,0.3699,0.3844,3524100001241023024,19.40648,0.121,19.04665,0.139,17.848,9999,16.108,9999,14.1,13.842,11.4,13.9,3.3,12.997,-0.1,13.319
1.4203,1.4202,0.52,XMM,673002301,1237666407365410887,1237666660764680256,352.5449,-0.4980567,0.547017,0.02568,QSO,8.465852E-14,1.424641E-13,2.485433E-13,no,1.75758,1.507455,1.392903,1.318077,1.405996,1.719552,1.586168,1.563298,1.663167,1.337006,True,0.214772,0.1580272,0.1146145,0.08690871,0.06161935,18.87483,0.01929078,18.56183,0.007177037,18.61914,0.009248308,18.41149,0.01058886,18.38983,0.02966897,2911860970600011454,19.37439,0.01658486,19.97689,0.02917493,433836023301,16.85229,0.010675,16.73126,0.01174,16.68106,0.017142,17.1443,0.023249,0.1054,0.1046,3524100001241002755,17.1465,0.024,16.88567,0.034,16.58,0.107,15.417,0.289,39.5,11.881,36.7,11.675,19.2,11.974,6,11.892
1.4276,1.4269,1.62,CSC,2101,1237663716017766436,1237667173466439705,7.881047,0.5722837,1.732518,0.100663,QSO,2.881461E-14,0,8.280303E-14,no,1.137838,1.149613,1.012807,0.9360791,1.0804,1.181976,1.231719,1.138114,1.095214,1.096901,True,0.1226659,0.09025639,0.06546146,0.04963744,0.03519357,18.92373,0.01856937,18.90272,0.008663528,18.83828,0.009634122,18.53221,0.01074289,18.52399,0.02747646,2915168301576366262,20.37203,0.03042139,21.68279,0.06125413,433828002759,17.94607,0.024261,17.7222,0.027132,17.52406,0.024054,17.83777,0.0375,0.2355,0.2538,75100001241028893,18.73328,0.085,18.29581,0.099,17.6,0.235,15.373,9999,18.8,12.181,18.8,12.5,9,12.687,3.8,12.687
1.4388,1.4314,1.9,XMM,200430101,1237663237130682468,1237676323905011970,55.37988,-1.234226,1.797497,0.026332,QSO,6.734053E-15,0,1.895198E-14,no,18.01978,1.34996,1.316438,1.283881,1.214279,2.01792,1.43535,1.22709,1.593951,2.078986,True,0.6266183,0.4610597,0.334399,0.2535646,0.1797805,20.98449,0.09923279,20.56234,0.03272458,20.31092,0.02863331,19.97122,0.02709497,19.78398,0.07227726,3786157432635396429,22.69068,0.08367101,23.27787,0.2222726,433838536432,19.54517,0.200168,19.18243,0.121387,18.75034,0.15162,18.29583,0.098323,0.3411,0.3608,559001601241023399,19.50088,0.122,18.84045,0.13,17.905,9999,15.755,9999,13.5,13.838,14.4,13.847,3.7,12.91,2.4,12.869
1.447,1.4462,1.64,CSC,8612,1237657190901481536,1237666661301092399,351.4872,-0.08328134,1.408844,0.022164,QSO,5.476052E-14,0,1.201734E-13,no,1.468455,1.542109,1.249421,1.289725,1.285335,1.62112,1.56157,1.43952,1.517718,1.318438,True,0.2093692,0.1540518,0.1117312,0.08472241,0.06006925,18.9959,0.02038939,18.91049,0.00842379,18.70075,0.009338869,18.61003,0.01161873,18.53798,0.03417765,3784222292170516469,19.96938,0.01939427,21.55002,0.06247242,433832574237,20.31542,0.179186,19.84534,0.182426,-99,-99,19.59219,0.296413,0.1964,0.1997,3509100001241014212,18.48131,0.066,17.9125,0.058,17.418,0.242,15.836,0.426,23.4,11.867,22.9,11.723,10,11.893,3.7,11.773
1.4481,1.4456,1.84,XMM,673002301,1237657190902071433,1237666661301682391,352.8162,-0.1174575,1.696383,0.029231,QSO,1.555963E-14,0,4.777294E-14,no,1.628902,1.58005,1.33325,1.268491,1.145901,1.640021,1.706087,1.541691,1.153088,2.234517,True,0.216966,0.1596415,0.1157853,0.08779651,0.06224882,20.61451,0.05771781,20.45833,0.02180926,20.26869,0.0275885,19.91003,0.02978469,19.83986,0.0994542,2911860970597918278,22.43814,0.1240425,-99,-99,433832627842,-99,-99,-99,-99,19.74607,0.209411,20.1502,0.317313,0.6038,0.6407,3524100001241016021,19.57058,0.206,19.06473,0.147,17.813,9999,15.703,9999,8.1,12.865,8.1,13.748,1.8,14.17,-0.2,13.959
1.4501,1.4528,1.54,CSC,8609,1237663784194408451,1237667172923146407,353.1175,0.0091495,1.60672,0.027585,QSO,2.372036E-14,0,6.011795E-14,no,1.357162,1.140076,1.077138,0.9470516,1.039292,1.362983,1.244037,1.173939,1.06094,1.262647,True,0.1956316,0.1439439,0.1044001,0.07916345,0.05612787,19.24335,0.02398942,18.93136,0.008515613,18.79456,0.009698929,18.50459,0.01049007,18.59134,0.03705711,2911825786227918717,20.32339,0.0246643,21.97,0.1240337,433832586040,-99,-99,17.87227,0.02471,-99,-99,-99,-99,0.1587,0.1677,3524100001241014428,18.24583,0.046,17.65907,0.058,16.809,0.102,15.621,0.328,25.5,13.217,27.5,13.551,15.9,13.851,5.2,13.712
1.4501,1.4528,1.54,XMM,673002301,1237663784194408451,1237667172923146407,353.1173,0.008725907,1.60672,0.027585,QSO,2.362576E-14,4.426149E-14,7.058164E-14,no,1.357162,1.140076,1.077138,0.9470516,1.039292,1.362983,1.244037,1.173939,1.06094,1.262647,True,0.1956316,0.1439439,0.1044001,0.07916345,0.05612787,19.24335,0.02398942,18.93136,0.008515613,18.79456,0.009698929,18.50459,0.01049007,18.59134,0.03705711,2911825786227918717,20.32339,0.0246643,21.97,0.1240337,433832586040,-99,-99,17.87227,0.02471,-99,-99,-99,-99,0.1587,0.1677,3524100001241014428,18.24583,0.046,17.65907,0.058,16.809,0.102,15.621,0.328,25.5,13.217,27.5,13.551,15.9,13.851,5.2,13.712
1.4684,1.4656,1.98,CSC,4825,1237657189836914975,1237666660236525778,12.48781,-0.9685448,1.5956,0.069781,QSO,8.838109E-15,0,2.293906E-14,no,1.90052,1.824871,1.339549,1.50943,1.457124,1.874539,1.796381,1.64128,1.840589,1.888671,True,0.2092366,0.1539543,0.1116605,0.08466879,0.06003122,21.13623,0.08938187,20.85189,0.030808,20.65694,0.03805441,20.45973,0.04902363,20.08389,0.1309005,2417450174005646261,23.10873,0.2885301,-99,-99,433837770817,20.84717,0.348552,20.50753,0.166797,19.77048,0.181676,-99,-99,1.0702,1.1089,121001601241029654,20.62931,0.514,19.84549,9999,17.955,9999,15.729,9999,5.6,17.493,3.4,17.888,-0.3,8.396,-0.2,8.597
1.4911,1.492,1.9,XMM,673002301,1237657190901678312,1237666661301289168,351.9379,-0.1778075,1.570448,0.044462,QSO,8.144245E-15,0,2.298051E-14,no,1.589418,1.620474,1.352587,1.1432,3.257185,1.433636,1.540617,1.791276,1.944843,2.399962,True,0.1891933,0.1392066,0.1009642,0.07655814,0.05428067,20.71564,0.06549606,20.49945,0.02302282,20.357,0.02995184,20.11392,0.03414209,20.11502,0.1428086,3784222292170515322,22.6875,0.1226236,23.1865,0.2012753,433834444201,-99,-99,-99,-99,-99,-99,19.69046,0.228783,0.5707,0.607,3524100001241007526,20.03961,0.329,19.16487,0.228,17.873,9999,16.16,9999,7.6,11.814,9.6,12.475,2.7,12.368,-0.6,13.146
1.5106,1.516,0.52,CSC,8604,1237663784193687828,1237663277387219164,351.6089,0.15613,1.033302,0.032503,QSO,2.303614E-14,0,5.932792E-14,no,1.272378,1.08061,0.9335466,0.9274251,3.60035,1.243923,1.129341,1.030461,1.254581,1.006348,True,0.1698796,0.1249958,0.09065739,0.06874276,0.04873947,20.22789,0.04304005,20.12462,0.01570094,19.90084,0.01714171,20.00576,0.02475933,20.16557,0.1165892,2417063145913724528,-99,-99,21.16937,0.07291598,433830866850,18.64064,0.051468,18.68456,0.085072,18.64414,0.106555,18.99743,0.161795,0.3016,0.3228,3509100001241014297,19.13793,0.191,18.63227,0.19,17.945,9999,15.841,9999,15.7,13.85,15.7,13.795,1.3,13.768,-0.3,13.861
1.5261,1.5208,1.78,XMM,673000101,1237663479795810353,1237666649484034161,333.6627,0.6210068,1.474826,0.028753,QSO,1.110362E-14,0,3.494114E-14,no,1.954123,2.521502,1.976614,2.174105,2.011162,2.485745,2.626414,2.146529,2.268661,2.626123,True,0.2510064,0.1846881,0.1339512,0.1015712,0.07201522,19.37059,0.02698534,19.14369,0.01122126,18.95779,0.0126108,18.75416,0.0171268,18.82682,0.05323774,2470684128976052710,20.88693,0.04057452,-99,-99,433828340652,19.50556,0.14618,19.4026,0.096647,19.94601,0.324992,19.63079,0.27795,0.193,0.1991,3342100001241035283,18.48977,0.066,17.88679,0.066,17.404,0.187,15.219,9999,23.1,13.877,24.2,12.797,8.4,12.056,2.2,12.243
1.5568,1.5589,1.84,XMM,673000101,1237663543684497608,1237666077714546834,333.7029,0.4186318,1.845257,0.046515,QSO,1.080966E-14,2.826183E-14,3.612183E-14,no,1.421881,1.26247,1.039042,1.049648,1.009353,1.352679,1.287941,1.177674,1.215632,1.063718,True,0.2978263,0.2191378,0.158937,0.1205171,0.08544813,19.47782,0.03023197,19.26373,0.01238808,19.10554,0.01220203,18.77744,0.0120453,18.72334,0.03430043,2470684128976050209,21.24022,0.04516216,-99,-99,433829157433,19.31105,0.118875,19.50949,0.171536,19.76208,0.323066,19.30008,0.237161,0.3194,0.3267,3342100001241022745,19.0644,0.122,18.79724,0.131,18.092,0.37,15.795,9999,16.3,11.824,13.2,11.703,5.7,10.856,0.9,10.851
1.5701,1.6558,1.88,CSC,6802,1237663784743469306,1237676326037487742,21.00777,0.5841798,1.857598,0.024677,QSO,2.179091E-14,0,7.146512E-14,no,1.82086,1.061207,1.168319,1.060749,1.308756,1.791004,1.010449,1.03413,1.284469,0.8897099,True,0.1579698,0.1162327,0.08430165,0.06392339,0.04532248,20.87377,0.1438579,21.00927,0.07381159,20.95061,0.07167501,20.4286,0.05519728,20.60886,0.1525094,2913268345481465760,23.47459,0.3346435,-99,-99,433828152325,20.31733,0.245034,-99,-99,-99,-99,-99,-99,0.417,0.4377,211100001241036104,19.51952,0.142,19.2839,0.166,18.039,9999,15.881,9999,12.4,20.069,10.1,20.353,2.8,18.427,2.8,19.535
1.5924,1.5936,1.64,CSC,4100,1237663785283944563,1237676326577897611,29.2095,0.8856979,1.653214,0.03651,QSO,3.873558E-14,9.064493E-14,1.411692E-13,no,1.820131,1.469681,1.401312,1.269324,1.326697,2.05233,1.657501,1.501382,1.42953,1.343005,True,0.1506639,0.1108571,0.08040278,0.06096699,0.04322636,19.15607,0.03728666,19.03526,0.01413734,18.60101,0.01149314,18.28411,0.01059733,18.2587,0.02529806,3784890795240197642,20.67735,0.03222191,23.05307,0.1524635,433827142360,21.00612,0.348366,-99,-99,-99,-99,19.77804,0.2695,0.1487,0.1498,287101501241000095,18.11326,0.03,18.12968,0.1,17.836,0.247,15.905,0.42,31.6,22.009,26.8,21.656,8.9,20.96,7.7,21.551
1.5931,1.5915,1.94,XMM,203690101,1237663204918493318,1237666662382895225,9.917431,0.7111027,1.699473,0.028553,QSO,2.071913E-14,3.631349E-14,6.167849E-14,no,1.731442,1.699501,1.343519,1.50925,1.127814,1.894341,1.750464,1.399982,1.718735,1.228129,True,0.0935158,0.06880803,0.04990533,0.0378417,0.02683024,19.85003,0.0357794,19.75039,0.01472783,19.86706,0.02088067,19.65032,0.02660733,19.72554,0.09222489,2916610860829909650,22.02965,0.1169887,-99,-99,433828367777,18.84096,0.14521,18.84215,0.107113,18.37076,0.132412,18.0111,0.091731,0.6238,0.6581,105100001241031866,19.84526,0.206,19.3249,0.255,17.994,9999,15.298,9999,5.9,10.889,6.6,10.873,4.8,11.012,5.9,11.321
1.8826,1.8914,2.56,XMM,90070201,1237663716555948116,1237676326569836755,10.77187,0.858638,1.931918,0.047279,QSO,8.941057E-15,1.714973E-14,2.823601E-14,no,1.398649,1.321287,1.156532,1.299583,1.139788,1.412412,1.489427,1.43357,1.425684,1.220521,True,0.09464315,0.06963752,0.05050694,0.03829788,0.02715368,20.59138,0.1350454,20.26332,0.04357877,20.0471,0.03821541,19.70951,0.03472941,19.53937,0.07685488,2915097932830091436,24.68443,0.5668709,-99,-99,433827499363,19.84992,0.182466,19.89881,0.127429,18.69049,0.100991,-99,-99,0.205,0.2155,105101501241001461,19.4643,0.185,19.21494,0.222,17.285,9999,15.473,9999,11.6,15.454,11.9,15.494,4,7.996,1.7,7.908
1.9024,1.9007,1.74,CSC,5654,1237666300019015711,1237666725187223601,50.95645,-0.497187,1.62753,0.018474,QSO,6.422608E-14,5.891002E-14,1.755783E-13,no,2.293262,2.102396,1.996537,1.945635,1.911067,2.36595,2.221546,2.122157,2.081833,2.331602,True,0.4373095,0.3217682,0.2333731,0.1769598,0.1254667,18.34828,0.01376415,18.16331,0.005850875,17.98679,0.006568993,17.69509,0.00701928,17.61096,0.01744274,3786861120077177471,19.91117,0.01815253,20.80987,0.04248475,433836417468,19.96719,0.10836,19.54119,0.107732,19.74974,0.444007,19.55429,0.295881,0.162,0.1721,514100001241006267,18.28627,0.046,17.95757,0.064,17.107,0.208,15.179,9999,27.7,11.96,24.1,11.881,11.9,11.881,3.9,11.789
1.9252,1.9263,1.96,XMM,93030201,1237663457778795187,1237663457778795187,322.5625,0.05559644,1.77,0.04354,-999,6.701685E-15,2.335459E-14,2.495528E-14,no,1.187939,1.172932,0.9049869,0.9943148,1.061033,1.222378,1.193165,1.054932,1.203859,1.07451,True,0.2116264,0.1557126,0.1129358,0.0856358,0.06071685,20.23885,0.04017469,19.96959,0.01369533,19.89488,0.01653551,19.53504,0.01700854,19.42631,0.05833528,6396380444787481124,23.66548,0.7860835,-99,-99,433871262221,21.48529,0.540364,19.77107,0.158768,20.03352,0.33495,19.98247,0.329712,0.4905,0.5169,3221100001241019050,19.77239,0.232,19.72357,0.396,18.149,9999,15.589,9999,11.2,16.859,8,16.746,2.8,14.915,0.9,14.697
2.5721,2.5623,2.06,XMM,400570301,1237663204922884210,1237666726784270405,19.95157,0.7317446,1.754128,0.021643,QSO,8.094669E-15,6.307196E-14,4.414373E-14,no,1.970333,1.965099,1.821137,1.588784,1.812979,2.156328,2.218957,2.248511,1.977476,1.892007,True,0.1710874,0.1258845,0.09130194,0.0692315,0.04908599,19.77451,0.03554617,19.3201,0.01201576,18.96389,0.01218505,18.47188,0.01156952,18.36344,0.02993504,2913092423623122006,22.91903,0.1710564,23.76669,0.3132945,433828279093,21.37621,0.420519,20.75056,0.195956,20.05462,0.290954,19.81559,0.27518,0.1339,0.1352,196100001241030989,18.02997,0.032,17.42231,0.039,16.699,0.102,15.207,0.246,31.1,16.782,31.3,16.98,18.2,14.622,8.4,14.897
2.581,2.5676,2.26,CSC,5650,1237666302168596550,1237666727336869973,55.8074,1.060264,1.643394,0.029413,QSO,2.053009E-14,4.916226E-14,7.36744E-14,no,2.650497,2.596415,2.260909,2.189544,2.271641,2.570867,2.820281,2.298878,2.383088,2.656006,True,1.060286,0.7801481,0.5658285,0.4290506,0.3042022,19.89795,0.02926942,19.24451,0.008687512,18.45703,0.007410473,18.02377,0.007860877,17.85469,0.02098404,3781161251798782403,22.86924,0.1611992,23.32109,0.3400294,433826385270,20.2408,0.209807,20.21969,0.189192,19.47834,0.207029,18.96304,0.193182,0.1417,0.1484,559101501241009620,17.96902,0.067,17.84391,0.059,17.339,0.245,15.99,0.474,31.2,13.534,26.3,13.72,17,11.038,5.2,11.327
2.6081,2.6072,2.36,XMM,111180201,1237663542063530794,1237663542063530794,310.0374,-1.005744,2.159586,0.044771,QSO,1.140778E-14,0,3.032637E-14,no,1.410718,1.318079,1.196422,1.188145,1.168892,1.479593,1.465664,1.270224,1.32432,1.234955,True,0.3321145,0.2443667,0.1772351,0.134392,0.09528562,19.89706,0.03006502,19.33397,0.01021561,18.86493,0.009946532,18.50216,0.01055067,18.22731,0.02617163,6401869206833334541,23.65348,0.3861576,-99,-99,433871793280,21.11447,0.423084,21.2655,0.397582,19.59814,0.2076,19.37766,0.216425,0.2108,0.2232,3100001601241041503,18.2296,0.05,18.38331,0.103,17.283,0.157,15.672,9999,23.9,15.388,16.1,15.005,11.1,13.363,2.6,13.722
3.6139,3.5531,1.74,CSC,8612,1237663784193687930,1237663277387219305,351.5501,0.05649603,0.346267,0.028236,QSO,0,0,4.311985E-14,no,2.609082,3.086524,3.412096,2.972478,3.191485,5.359267,2.79117,3.731154,2.894273,3.144699,False,0.1925598,0.1416836,0.1027608,0.0779204,0.05524653,21.13163,0.1895621,20.10624,0.03223844,19.09912,0.02136046,18.6064,0.02159415,18.11126,0.05941443,2417063145914762888,21.91034,0.09035097,22.67081,0.1674264,433832603327,20.84908,0.236799,20.52749,0.235551,19.8886,0.278699,-99,-99,0.2823,0.2822,3509100001241014252,18.70872,0.091,18.91598,0.166,18.453,0.506,15.838,9999,20.6,12.657,11.2,12.186,2.9,12.068,0.8,12.761
3.8341,3.8396,3.6,XMM,400570301,1237663204922818968,1237666726784205061,19.7528,0.6814859,0.325204,0.039973,QSO,3.774425E-15,2.102537E-14,1.704158E-14,no,7.358139,3.538438,2.727485,2.632359,5.496817,4.521478,3.278678,2.455009,2.999334,4.090024,False,0.1604304,0.1180432,0.08561474,0.06491907,0.04602843,21.74488,0.2005867,20.87315,0.04810945,19.69392,0.02552706,19.18425,0.02591475,18.73219,0.05558139,2913092423621024271,22.30853,0.2118112,-99,-99,433828052331,20.18946,0.177247,19.66277,0.137032,19.58456,0.273639,19.58774,0.238962,0.2162,0.2243,196100001241032517,18.6266,0.067,18.87998,0.181,17.983,0.282,15.752,9999,24.4,16.83,15.7,16.819,6.1,15.937,1.1,15.852
3.9529,3.9545,3.44,CSC,7241,1237666300016459905,1237676673398014194,45.1725,-0.4629951,0.230023,0.033226,QSO,5.610947E-14,6.262134E-14,1.353817E-13,no,2.97028,4.193729,4.279025,3.562207,3.347504,7.064674,4.357265,4.968698,3.930788,6.817719,False,0.5942809,0.4372662,0.317142,0.2404791,0.1705027,21.03002,0.130803,19.89144,0.02030708,18.89269,0.01460519,18.40125,0.01351993,18.14926,0.040637,3780492748729094066,22.35325,0.1107637,23.06827,0.1854293,433836025356,-99,-99,-99,-99,-99,-99,19.61492,0.2001,0.1774,0.1819,453100001241009007,18.41575,0.051,18.50344,0.12,17.839,0.278,15.707,9999,28.3,21.778,19.5,21.799,10.1,20.868,4.6,20.957
3.9956,3.9833,3.84,XMM,66950301,1237666408437908138,1237666661837177432,349.7342,0.3747388,0.260941,0.026411,QSO,1.999858E-14,0,5.876552E-14,no,2.970106,2.218868,2.027859,1.856716,1.661246,3.401176,2.323769,2.386639,2.016621,1.675684,False,0.2323523,0.1709626,0.1239964,0.09402268,0.06666326,23.42779,0.7143764,21.44392,0.05291857,20.15922,0.03142611,19.58405,0.02871245,19.21083,0.09263816,3784081554680056062,24.10829,0.6484594,-99,-99,433829071660,-99,-99,-99,-99,20.23244,0.344094,-99,-99,0.2341,0.239,3494100001241026893,18.53111,0.076,18.43321,0.096,17.902,9999,16.055,9999,22.9,10.897,16.2,10.832,1.1,10.885,-0.5,10.894
4.1293,4.1229,3.94,XMM,90070201,1237663716556013774,1237676326569902232,10.92159,0.8814578,0.828478,0.029117,QSO,1.811481E-14,8.383279E-14,7.538051E-14,no,2.100334,1.371657,1.330959,1.501791,1.334675,1.690862,1.870315,1.459446,1.820084,1.384147,True,0.1109767,0.08165561,0.05922346,0.04490736,0.03183988,21.97762,0.4912775,20.56919,0.05856496,19.44336,0.02371743,18.69557,0.01603917,17.98026,0.02296802,2915097932830091618,22.98215,0.2796121,-99,-99,433827446724,-99,-99,-99,-99,-99,-99,20.70317,0.461509,0.0794,0.0777,105101501241001174,15.88488,0.01,15.30544,0.012,15.065,0.029,14.222,0.184,42.3,15.776,48.4,15.667,36.2,8.875,13.3,8.95